Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5654741,"Signaling by FGFR3",4,43,0.003611017803157541,0.008990371104105166,0.017980742208210332,4,43,0.0028739473332442186,9606,Homo sapiens,"Q9BUB5;P28482;P27361;P12931","Q9BUB5;P12931-1;P28482;P27361","R-HSA-1295634;R-HSA-934559;R-HSA-5654565;R-HSA-1295609"
R-HSA-9705683,"SARS-CoV-2-host interactions",10,221,0.018558951965065504,0.009157709768364719,0.018315419536729438,13,67,0.004478010961101457,9606,Homo sapiens,"O43353;P29597;O15111;P51617;O15530;P31749;Q9UHD2;O14920;P31751;O43318","O43353;P29597;O15111;P51617;O15530;P31749;Q9UHD2;O14920;P31751;O43318","R-HSA-9755734;R-HSA-9754839;R-HSA-9705010;R-HSA-9709852;R-HSA-9705082;R-HSA-909726;R-HSA-9755777;R-HSA-9755757;R-HSA-168184;R-HSA-9705320;R-HSA-198270;R-HSA-9754827;R-HSA-918225"
R-HSA-937041,"IKK complex recruitment mediated by RIP1",3,23,0.0019314746388982198,0.009468793354469152,0.018937586708938303,2,3,2.005079534821548E-4,9606,Homo sapiens,"O15111;Q9Y572;O14920","O15111;Q9Y572;O14920","R-HSA-937029;R-HSA-168921"
R-HSA-1181150,"Signaling by NODAL",3,23,0.0019314746388982198,0.009468793354469152,0.018937586708938303,5,12,8.020318139286192E-4,9606,Homo sapiens,"P28482;P27361;P36896","P28482;P27361;P36896","R-HSA-1181155;R-HSA-173488;R-HSA-1181351;R-HSA-1181156;R-HSA-1181355"
R-HSA-373752,"Netrin-1 signaling",4,44,0.003694994961370507,0.009716652404396897,0.019433304808793794,12,34,0.0022724234727977545,9606,Homo sapiens,"Q04759;P06241;P12931;Q05397","Q04759;P06241-1;P12931;Q05397","R-HSA-418850;R-HSA-374701;R-HSA-418858;R-HSA-418859;R-HSA-374664;R-HSA-418856;R-HSA-373716;R-HSA-418868;R-HSA-418865;R-HSA-418874;R-HSA-373720;R-HSA-418872"
R-HSA-380284,"Loss of proteins required for interphase microtubule organization from the centrosome",5,69,0.005794423916694659,0.009979614101135459,0.019959228202270918,3,3,2.005079534821548E-4,9606,Homo sapiens,"P17612;P49674;P53350;P51955;P48730","P17612;P49674;P53350;P51955;P48730","R-HSA-380294;R-HSA-380272;R-HSA-380303"
R-HSA-380259,"Loss of Nlp from mitotic centrosomes",5,69,0.005794423916694659,0.009979614101135459,0.019959228202270918,2,2,1.336719689881032E-4,9606,Homo sapiens,"P17612;P49674;P53350;P51955;P48730","P17612;P49674;P53350;P51955;P48730","R-HSA-380272;R-HSA-380303"
R-HSA-428890,"Role of ABL in ROBO-SLIT signaling",2,8,6.718172657037286E-4,0.010038754265752625,0.02007750853150525,4,4,2.673439379762064E-4,9606,Homo sapiens,"P00519;P42684","P00519;P42684","R-HSA-428885;R-HSA-428883;R-HSA-376141;R-HSA-428888"
R-HSA-9660537,"Signaling by MRAS-complex mutants",2,8,6.718172657037286E-4,0.010038754265752625,0.02007750853150525,2,2,1.336719689881032E-4,9606,Homo sapiens,"P04049;P10398","P04049;P10398","R-HSA-9660538;R-HSA-9660536"
R-HSA-9726840,"SHOC2 M1731 mutant abolishes MRAS complex function",2,8,6.718172657037286E-4,0.010038754265752625,0.02007750853150525,1,1,6.68359844940516E-5,9606,Homo sapiens,"P04049;P10398","P04049;P10398","R-HSA-9660536"
R-HSA-9726842,"Gain-of-function MRAS complexes activate RAF signaling",2,8,6.718172657037286E-4,0.010038754265752625,0.02007750853150525,1,1,6.68359844940516E-5,9606,Homo sapiens,"P04049;P10398","P04049;P10398","R-HSA-9660538"
R-HSA-163680,"AMPK inhibits chREBP transcriptional activation activity",2,8,6.718172657037286E-4,0.010038754265752625,0.02007750853150525,3,4,2.673439379762064E-4,9606,Homo sapiens,"Q15831;P54646","Q15831;P54646","R-HSA-163664;R-HSA-164151;R-HSA-163691"
R-HSA-450520,"HuR (ELAVL1) binds and stabilizes mRNA",2,8,6.718172657037286E-4,0.010038754265752625,0.02007750853150525,2,7,4.678518914583612E-4,9606,Homo sapiens,"Q05655;P17252","Q05655;P17252","R-HSA-450550;R-HSA-450533"
R-HSA-8963896,"HDL assembly",2,8,6.718172657037286E-4,0.010038754265752625,0.02007750853150525,1,9,6.015238604464644E-4,9606,Homo sapiens,"P17612;P22694","P17612;P22694","R-HSA-5682101"
R-HSA-69275,"G2/M Transition",9,191,0.01603963721867652,0.010296059120464607,0.020592118240929214,36,88,0.005881566635476541,9606,Homo sapiens,"P17612;P49674;P30291;P53350;P51955;P50613;P24941;P48730;O14965","P17612;P49674;P30291;P53350;P51955;P50613;P24941;P48730;O14965","R-HSA-380294;R-HSA-3002798;R-HSA-8853444;R-HSA-156678;R-HSA-380303;R-HSA-170126;R-HSA-4088305;R-HSA-3000319;R-HSA-380311;R-HSA-170070;R-HSA-3002811;R-HSA-156699;R-HSA-2574845;R-HSA-8853405;R-HSA-8852317;R-HSA-3000310;R-HSA-8854044;R-HSA-170076;R-HSA-8854041;R-HSA-2574840;R-HSA-380455;R-HSA-162657;R-HSA-8852324;R-HSA-170087;R-HSA-4088024;R-HSA-9929535;R-HSA-3000327;R-HSA-8853419;R-HSA-170156;R-HSA-8853429;R-HSA-380272;R-HSA-4088134;R-HSA-2562526;R-HSA-4088130;R-HSA-380283;R-HSA-8853496"
R-HSA-451927,"Interleukin-2 family signaling",4,45,0.003778972119583473,0.010480023089356583,0.020960046178713165,11,59,0.003943323085149044,9606,Homo sapiens,"P43405;P06239;O60674;Q14289","P43405;P06239;O60674;Q14289","R-HSA-508247;R-HSA-453111;R-HSA-912527;R-HSA-452100;R-HSA-508292;R-HSA-913374;R-HSA-508451;R-HSA-508513;R-HSA-453104;R-HSA-508282;R-HSA-913424"
R-HSA-180024,"DARPP-32 events",3,24,0.002015451797111186,0.010614015047915704,0.021228030095831407,6,12,8.020318139286192E-4,9606,Homo sapiens,"P17612;Q00535;P22694","P17612;Q00535;P22694","R-HSA-111925;R-HSA-177284;R-HSA-8951727;R-HSA-177275;R-HSA-180073;R-HSA-180047"
R-HSA-453274,"Mitotic G2-G2/M phases",9,193,0.016207591535102452,0.01095913406522131,0.02191826813044262,38,90,0.006015238604464644,9606,Homo sapiens,"P17612;P49674;P30291;P53350;P51955;P50613;P24941;P48730;O14965","P17612;P49674;P30291;P53350;P51955;P50613;P24941;P48730;O14965","R-HSA-380294;R-HSA-3002798;R-HSA-8853444;R-HSA-156678;R-HSA-380303;R-HSA-170126;R-HSA-4088305;R-HSA-3000319;R-HSA-380311;R-HSA-170070;R-HSA-3002811;R-HSA-156699;R-HSA-2574845;R-HSA-8853405;R-HSA-8852317;R-HSA-3000310;R-HSA-8854044;R-HSA-170076;R-HSA-8854041;R-HSA-2574840;R-HSA-380455;R-HSA-187937;R-HSA-162657;R-HSA-8852324;R-HSA-170087;R-HSA-4088024;R-HSA-9929535;R-HSA-3000327;R-HSA-8853419;R-HSA-170156;R-HSA-8853429;R-HSA-380272;R-HSA-187959;R-HSA-4088134;R-HSA-2562526;R-HSA-4088130;R-HSA-380283;R-HSA-8853496"
R-HSA-8878171,"Transcriptional regulation by RUNX1",9,193,0.016207591535102452,0.01095913406522131,0.02191826813044262,11,132,0.008822349953214811,9606,Homo sapiens,"Q04759;P00519;P68400;Q00534;P50613;P12931;P19784;P05771;Q9H2X6","Q04759;P00519;P68400;Q00534;P50613;P12931;P19784;P05771;Q9H2X6","R-HSA-8956568;R-HSA-8878054;R-HSA-8939066;R-HSA-8878050;R-HSA-8938158;R-HSA-8956639;R-HSA-8937728;R-HSA-8937682;R-HSA-8956659;R-HSA-8937989;R-HSA-8938853"
R-HSA-9612973,"Autophagy",8,160,0.013436345314074572,0.01097188711981767,0.02194377423963534,33,117,0.007819810185804037,9606,Homo sapiens,"P42345;P68400;Q13315;Q9UHD2;P12931;P19784;P54646;Q13131","P42345;P68400;P12931-1;Q13315;Q9UHD2;P19784;P54646;Q13131","R-HSA-9674131;R-HSA-1632857;R-HSA-9664850;R-HSA-9664855;R-HSA-5672017;R-HSA-9613530;R-HSA-5675868;R-HSA-9664862;R-HSA-8948039;R-HSA-5679239;R-HSA-9824897;R-HSA-5675790;R-HSA-5665868;R-HSA-9613513;R-HSA-5672010;R-HSA-9674127;R-HSA-5672011;R-HSA-5672008;R-HSA-9664883;R-HSA-9664881;R-HSA-9664880;R-HSA-5672817;R-HSA-8948143;R-HSA-9824892;R-HSA-9664888;R-HSA-9824894;R-HSA-9824888;R-HSA-9664892;R-HSA-9613565;R-HSA-9840807;R-HSA-5679205;R-HSA-9664879;R-HSA-5673768"
R-HSA-193704,"p75 NTR receptor-mediated signalling",6,99,0.008313738663083641,0.011246542141252203,0.022493084282504405,16,50,0.00334179922470258,9606,Homo sapiens,"O43353;P51617;P45983;O14920;P41743","O43353;P51617-1;P51617;P45983;O14920;P41743","R-HSA-193666;R-HSA-193665;R-HSA-193703;R-HSA-193641;R-HSA-193705;R-HSA-193647;R-HSA-205132;R-HSA-205075;R-HSA-205136;R-HSA-193686;R-HSA-204949;R-HSA-193684;R-HSA-193656;R-HSA-193694;R-HSA-209566;R-HSA-193695"
R-HSA-2172127,"DAP12 interactions",4,46,0.0038629492777964396,0.01128116128351242,0.02256232256702484,13,33,0.0022055874883037028,9606,Homo sapiens,"P43405;P06239;P06241;Q06187","P43405;P06239;P06241;Q06187","R-HSA-2424484;R-HSA-2424485;R-HSA-2424486;R-HSA-2424487;R-HSA-2424480;R-HSA-2424481;R-HSA-2424482;R-HSA-2395439;R-HSA-2395412;R-HSA-210289;R-HSA-2396594;R-HSA-2424476;R-HSA-2395801"
R-HSA-5576891,"Cardiac conduction",7,130,0.010917030567685589,0.011686939317982037,0.023373878635964074,6,33,0.0022055874883037028,9606,Homo sapiens,"P17612;Q13554;Q13557;P20594;Q86Z02;Q9UQM7;Q9H2X6","P17612;Q13554;Q13557;P20594;Q86Z02;Q9UQM7;Q9H2X6","R-HSA-427910;R-HSA-5576895;R-HSA-5617182;R-HSA-5617179;R-HSA-5692408;R-HSA-2032800"
R-HSA-392451,"G beta:gamma signalling through PI3Kgamma",3,25,0.002099428955324152,0.011836039353296024,0.023672078706592048,1,4,2.673439379762064E-4,9606,Homo sapiens,"O15530;P31749;P31751","O15530;P31749;P31751","R-HSA-9603279"
R-HSA-5610785,"GLI3 is processed to GLI3R by the proteasome",4,47,0.003946926436009406,0.012120716655711128,0.024241433311422256,3,5,3.34179922470258E-4,9606,Homo sapiens,"P48729;P17612;P22694;P49841","P48729;P17612;P22694;P49841","R-HSA-5610720;R-HSA-5610722;R-HSA-5610732"
R-HSA-5610783,"Degradation of GLI2 by the proteasome",4,47,0.003946926436009406,0.012120716655711128,0.024241433311422256,3,5,3.34179922470258E-4,9606,Homo sapiens,"P48729;P17612;P22694;P49841","P48729;P17612;P22694;P49841","R-HSA-5610717;R-HSA-5610718;R-HSA-5610730"
R-HSA-3858494,"Beta-catenin independent WNT signaling",7,131,0.011001007725898555,0.012143522602916512,0.024287045205833024,13,51,0.0034086352091966315,9606,Homo sapiens,"P05129;Q13976;P17252;Q9UBE8;Q9UQM7;P05771;O43318","P05129;Q13976;P17252;Q9UBE8;Q9UQM7;P05771;O43318","R-HSA-8944362;R-HSA-4332390;R-HSA-4332358;R-HSA-4332359;R-HSA-4332356;R-HSA-4332388;R-HSA-4332363;R-HSA-4411402;R-HSA-5138432;R-HSA-4411373;R-HSA-4411383;R-HSA-4551453;R-HSA-4518585"
R-HSA-983705,"Signaling by the B Cell Receptor (BCR)",8,163,0.01368827678871347,0.012151049817518023,0.024302099635036045,16,45,0.003007619302232322,9606,Homo sapiens,"P43405;O15111;P07948;P06241;O14920;P05771;O43318;Q06187","P43405;O15111;P07948;P06241;O14920;P05771;O43318;Q06187","R-HSA-9606162;R-HSA-9606163;R-HSA-1168373;R-HSA-1168635;R-HSA-1112666;R-HSA-1168637;R-HSA-9691421;R-HSA-1168638;R-HSA-1168641;R-HSA-983709;R-HSA-983707;R-HSA-9606151;R-HSA-983703;R-HSA-5690702;R-HSA-983700;R-HSA-9606159"
R-HSA-8849469,"PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1",2,9,7.557944239166947E-4,0.01255173508877494,0.02510347017754988,7,8,5.346878759524128E-4,9606,Homo sapiens,"P31749;Q13882","P31749;Q13882","R-HSA-8848758;R-HSA-8848774;R-HSA-8848818;R-HSA-8848864;R-HSA-8848751;R-HSA-8848873;R-HSA-8848776"
R-HSA-9020933,"Interleukin-23 signaling",2,9,7.557944239166947E-4,0.01255173508877494,0.02510347017754988,8,12,8.020318139286192E-4,9606,Homo sapiens,"P29597;O60674","P29597;O60674","R-HSA-8950364;R-HSA-8950269;R-HSA-8952749;R-HSA-8950591;R-HSA-8950737;R-HSA-447130;R-HSA-8952823;R-HSA-8950583"
R-HSA-8941332,"RUNX2 regulates genes involved in cell migration",2,9,7.557944239166947E-4,0.01255173508877494,0.02510347017754988,1,7,4.678518914583612E-4,9606,Homo sapiens,"P31749;P31751","P31749;P31751","R-HSA-8939963"
R-HSA-9662834,"CD163 mediating an anti-inflammatory response",2,9,7.557944239166947E-4,0.01255173508877494,0.02510347017754988,1,9,6.015238604464644E-4,9606,Homo sapiens,"Q16539;Q9NYY3","Q16539;Q9NYY3","R-HSA-9662823"
R-HSA-9711123,"Cellular response to chemical stress",9,199,0.01671145448438025,0.013141399756606997,0.026282799513213995,7,166,0.011094773426012566,9606,Homo sapiens,"P68400;Q05655;P31749;P19784;P49841;Q13882;P31751;P54646;P41743","P68400;Q05655;P31749;P19784;P49841;Q13882;P31751;P54646;P41743","R-HSA-9796053;R-HSA-8932284;R-HSA-9796067;R-HSA-8932322;R-HSA-9762094;R-HSA-9709918;R-HSA-8932309"
R-HSA-174143,"APC/C-mediated degradation of cell cycle proteins",5,75,0.006298286865972455,0.013861057834961166,0.02772211566992233,10,40,0.002673439379762064,9606,Homo sapiens,"P53350;P51955;P24941;Q96GD4;O14965","P53350;P51955;P24941;Q96GD4;O14965","R-HSA-179410;R-HSA-188371;R-HSA-174195;R-HSA-174119;R-HSA-174088;R-HSA-179417;R-HSA-174105;R-HSA-174174;R-HSA-174079;R-HSA-179421"
R-HSA-453276,"Regulation of mitotic cell cycle",5,75,0.006298286865972455,0.013861057834961166,0.02772211566992233,10,40,0.002673439379762064,9606,Homo sapiens,"P53350;P51955;P24941;Q96GD4;O14965","P53350;P51955;P24941;Q96GD4;O14965","R-HSA-179410;R-HSA-188371;R-HSA-174195;R-HSA-174119;R-HSA-174088;R-HSA-179417;R-HSA-174105;R-HSA-174174;R-HSA-174079;R-HSA-179421"
R-HSA-6791312,"TP53 Regulates Transcription of Cell Cycle Genes",4,49,0.004114880752435338,0.013917533749162048,0.027835067498324095,8,42,0.002807111348750167,9606,Homo sapiens,"P24941;Q9H4B4;Q9NYY3;O14965","P24941;Q9H4B4;Q9NYY3;O14965","R-HSA-6801637;R-HSA-6791235;R-HSA-6801666;R-HSA-6802973;R-HSA-69562;R-HSA-187934;R-HSA-6801675;R-HSA-6802170"
R-HSA-9006115,"Signaling by NTRK2 (TRKB)",3,27,0.002267383271750084,0.014513602202069875,0.02902720440413975,10,38,0.0025397674107739605,9606,Homo sapiens,"Q00535;P06241;P12931","Q00535;P06241-1;P12931","R-HSA-9032841;R-HSA-9032601;R-HSA-9032761;R-HSA-9032863;R-HSA-9032798;R-HSA-9037040;R-HSA-9032532;R-HSA-9032854;R-HSA-9032582;R-HSA-9032502"
R-HSA-397014,"Muscle contraction",9,204,0.01713134027544508,0.015194215455765714,0.030388430911531428,7,53,0.0035423071781847345,9606,Homo sapiens,"P17612;Q13554;Q13557;P20594;Q86Z02;Q13177;Q9UQM7;Q9H2X6;Q13153","P17612;Q13554;Q13557;P20594;Q86Z02;Q13177;Q9UQM7;Q9H2X6;Q13153","R-HSA-427910;R-HSA-445797;R-HSA-5576895;R-HSA-5617182;R-HSA-5617179;R-HSA-5692408;R-HSA-2032800"
R-HSA-2179392,"EGFR Transactivation by Gastrin",2,10,8.397715821296608E-4,0.01530896187069375,0.0306179237413875,5,6,4.010159069643096E-4,9606,Homo sapiens,"P17252;P00533","P17252;P00533","R-HSA-2179413;R-HSA-2179415;R-HSA-400015;R-HSA-2179387;R-HSA-2179407"
R-HSA-5357905,"Regulation of TNFR1 signaling",4,52,0.004366812227074236,0.016915467880374235,0.03383093576074847,6,41,0.0027402753642561156,9606,Homo sapiens,"O15111;Q9UHD2;P49137;O14920","O15111;Q9UHD2;P49137;O14920","R-HSA-9817397;R-HSA-9818789;R-HSA-9817411;R-HSA-5357831;R-HSA-5626962;R-HSA-9815501"
R-HSA-69473,"G2/M DNA damage checkpoint",5,79,0.006634195498824319,0.016947425031500596,0.03389485006300119,10,12,8.020318139286192E-4,9606,Homo sapiens,"O96017;P30291;Q13315;Q13535;O14757","O96017;P30291;Q13315;Q13535;O14757","R-HSA-75809;R-HSA-5683735;R-HSA-69891;R-HSA-6799332;R-HSA-170070;R-HSA-75028;R-HSA-5683792;R-HSA-176116;R-HSA-5683774;R-HSA-6799246"
R-HSA-9619483,"Activation of AMPK downstream of NMDARs",3,29,0.0024353375881760162,0.01750644327590889,0.03501288655181778,3,3,2.005079534821548E-4,9606,Homo sapiens,"Q96RR4;P54646;Q13131","Q96RR4;P54646;Q13131","R-HSA-9619542;R-HSA-9619478;R-HSA-9619515"
R-HSA-190377,"FGFR2b ligand binding and activation",2,11,9.237487403426268E-4,0.01830063791544756,0.03645180021837302,2,3,2.005079534821548E-4,9606,Homo sapiens,"P21802","P21802-18;P21802-3","R-HSA-190260;R-HSA-190408"
R-HSA-9020956,"Interleukin-27 signaling",2,11,9.237487403426268E-4,0.01830063791544756,0.03645180021837302,8,20,0.001336719689881032,9606,Homo sapiens,"P29597;O60674","P29597;O60674","R-HSA-8950537;R-HSA-8950441;R-HSA-8950210;R-HSA-8950340;R-HSA-448427;R-HSA-8950485;R-HSA-1067646;R-HSA-8950518"
R-HSA-2514853,"Condensation of Prometaphase Chromosomes",2,11,9.237487403426268E-4,0.01830063791544756,0.03645180021837302,1,4,2.673439379762064E-4,9606,Homo sapiens,"P68400;P19784","P68400;P19784","R-HSA-2529020"
R-HSA-9627069,"Regulation of the apoptosome activity",2,11,9.237487403426268E-4,0.01830063791544756,0.03645180021837302,1,6,4.010159069643096E-4,9606,Homo sapiens,"P28482;P27361","P28482;P27361","R-HSA-9627089"
R-HSA-111458,"Formation of apoptosome",2,11,9.237487403426268E-4,0.01830063791544756,0.03645180021837302,1,10,6.68359844940516E-4,9606,Homo sapiens,"P28482;P27361","P28482;P27361","R-HSA-9627089"
R-HSA-1839128,"FGFR4 mutant receptor activation",1,1,8.397715821296607E-5,0.018470992999167546,0.03645180021837302,5,5,3.34179922470258E-4,9606,Homo sapiens,"P22455","P22455","R-HSA-2046363;R-HSA-2012086;R-HSA-2012087;R-HSA-2038946;R-HSA-2038944"
R-HSA-8853333,"Signaling by FGFR2 fusions",1,1,8.397715821296607E-5,0.018470992999167546,0.03645180021837302,2,2,1.336719689881032E-4,9606,Homo sapiens,"P21802","P21802","R-HSA-8853319;R-HSA-8853313"
R-HSA-380287,"Centrosome maturation",5,81,0.006802149815250252,0.018648841313364195,0.03645180021837302,6,6,4.010159069643096E-4,9606,Homo sapiens,"P17612;P49674;P53350;P51955;P48730","P17612;P49674;P53350;P51955;P48730","R-HSA-380311;R-HSA-380455;R-HSA-380294;R-HSA-380272;R-HSA-380303;R-HSA-380283"
R-HSA-380270,"Recruitment of mitotic centrosome proteins and complexes",5,81,0.006802149815250252,0.018648841313364195,0.03645180021837302,3,3,2.005079534821548E-4,9606,Homo sapiens,"P17612;P49674;P53350;P51955;P48730","P17612;P49674;P53350;P51955;P48730","R-HSA-380311;R-HSA-380455;R-HSA-380283"
R-HSA-1169091,"Activation of NF-kappaB in B cells",4,54,0.004534766543500168,0.019121780416983758,0.03645180021837302,5,10,6.68359844940516E-4,9606,Homo sapiens,"O15111;O14920;P05771;O43318","O15111;O14920;P05771;O43318","R-HSA-1168641;R-HSA-1168373;R-HSA-1168635;R-HSA-1168637;R-HSA-1168638"
R-HSA-5578775,"Ion homeostasis",4,54,0.004534766543500168,0.019121780416983758,0.03645180021837302,3,17,0.0011362117363988772,9606,Homo sapiens,"P17612;Q13554;Q13557;Q9UQM7","P17612;Q13554;Q13557;Q9UQM7","R-HSA-427910;R-HSA-5617182;R-HSA-5617179"
R-HSA-8874081,"MET activates PTK2 signaling",3,30,0.0025193147463889822,0.019122125382171062,0.03645180021837302,5,5,3.34179922470258E-4,9606,Homo sapiens,"P08581;P12931;Q05397","P08581;P12931;Q05397","R-HSA-8874083;R-HSA-8874082;R-HSA-8874080;R-HSA-8874079;R-HSA-8874078"
R-HSA-6804758,"Regulation of TP53 Activity through Acetylation",3,30,0.0025193147463889822,0.019122125382171062,0.03645180021837302,3,14,9.357037829167224E-4,9606,Homo sapiens,"P52564;P31749;P31751","P52564;P31749;P31751","R-HSA-6805620;R-HSA-8877691;R-HSA-6805640"
R-HSA-114452,"Activation of BH3-only proteins",3,30,0.0025193147463889822,0.019122125382171062,0.03645180021837302,3,19,0.0012698837053869802,9606,Homo sapiens,"P31749;P45983;P31751","P31749;P45983;P31751","R-HSA-139908;R-HSA-198347;R-HSA-139918"
R-HSA-9705671,"SARS-CoV-2 activates/modulates innate and adaptive immune responses",7,144,0.012092710782667115,0.019306387740003594,0.03645180021837302,11,47,0.003141291271220425,9606,Homo sapiens,"O43353;P29597;O15111;P51617;Q9UHD2;O14920;O43318","O43353;P29597;O15111;P51617;Q9UHD2;O14920;O43318","R-HSA-9755734;R-HSA-9754839;R-HSA-909726;R-HSA-9705010;R-HSA-9709852;R-HSA-9755757;R-HSA-168184;R-HSA-9705320;R-HSA-9705082;R-HSA-9754827;R-HSA-918225"
R-HSA-177929,"Signaling by EGFR",4,55,0.0046187437017131345,0.02028858095828645,0.03645180021837302,43,50,0.00334179922470258,9606,Homo sapiens,"P41240;P12931;P00533","P41240;P12931-1;P12931;P00533","R-HSA-177922;R-HSA-177923;R-HSA-177926;R-HSA-177927;R-HSA-177924;R-HSA-177925;R-HSA-177930;R-HSA-182986;R-HSA-183051;R-HSA-8951490;R-HSA-177934;R-HSA-182990;R-HSA-177935;R-HSA-183055;R-HSA-177933;R-HSA-177938;R-HSA-183058;R-HSA-182994;R-HSA-177939;R-HSA-177936;R-HSA-177937;R-HSA-182993;R-HSA-177942;R-HSA-177943;R-HSA-177941;R-HSA-183002;R-HSA-9851407;R-HSA-183067;R-HSA-177944;R-HSA-8864029;R-HSA-177945;R-HSA-8867047;R-HSA-212706;R-HSA-183072;R-HSA-8867044;R-HSA-212710;R-HSA-8867041;R-HSA-212713;R-HSA-183084;R-HSA-9674531;R-HSA-183089;R-HSA-182969;R-HSA-183036"
R-HSA-69615,"G1/S DNA Damage Checkpoints",4,55,0.0046187437017131345,0.02028858095828645,0.03645180021837302,11,26,0.0017377355968453416,9606,Homo sapiens,"O96017;Q13315;P24941;O14757","O96017;Q13315;P24941;O14757","R-HSA-349444;R-HSA-6804741;R-HSA-69685;R-HSA-69604;R-HSA-349426;R-HSA-69608;R-HSA-349455;R-HSA-69562;R-HSA-187934;R-HSA-6804955;R-HSA-5693609"
R-HSA-9772573,"Late SARS-CoV-2 Infection Events",5,83,0.006970104131676184,0.020459205683049042,0.03645180021837302,4,69,0.00461168293008956,9606,Homo sapiens,"P48729;Q96SB4;P49840;P78362;P49841","P48729;Q96SB4;P49840;P78362;P49841","R-HSA-9729318;R-HSA-9729330;R-HSA-9729260;R-HSA-9687724"
R-HSA-4641262,"Disassembly of the destruction complex and recruitment of AXIN to the membrane",3,31,0.0026032919046019482,0.02081764601235636,0.03645180021837302,7,7,4.678518914583612E-4,9606,Homo sapiens,"P48729;P78368;P49841","P48729;P78368;P49841","R-HSA-5368596;R-HSA-201685;R-HSA-3601585;R-HSA-5323526;R-HSA-201691;R-HSA-1504186;R-HSA-201677"
R-HSA-201451,"Signaling by BMP",3,31,0.0026032919046019482,0.02081764601235636,0.03645180021837302,8,17,0.0011362117363988772,9606,Homo sapiens,"O00238;Q13873;P36894","O00238;Q13873;P36894","R-HSA-201443;R-HSA-201475;R-HSA-201457;R-HSA-201648;R-HSA-201476;R-HSA-201453;R-HSA-201821;R-HSA-202604"
R-HSA-9027276,"Erythropoietin activates Phosphoinositide-3-kinase (PI3K)",2,12,0.001007725898555593,0.021517242273872195,0.03645180021837302,7,7,4.678518914583612E-4,9606,Homo sapiens,"O60674;P07948","O60674;P07948","R-HSA-9027273;R-HSA-9027272;R-HSA-9021627;R-HSA-9027275;R-HSA-9027281;R-HSA-9012657;R-HSA-9027280"
R-HSA-1839122,"Signaling by activated point mutants of FGFR1",2,12,0.001007725898555593,0.021517242273872195,0.03645180021837302,4,4,2.673439379762064E-4,9606,Homo sapiens,"P11362","P11362;P11362-1","R-HSA-2023455;R-HSA-2023451;R-HSA-2023460;R-HSA-2023456"
R-HSA-8984722,"Interleukin-35 Signalling",2,12,0.001007725898555593,0.021517242273872195,0.03645180021837302,20,26,0.0017377355968453416,9606,Homo sapiens,"P29597;O60674","P29597;O60674","R-HSA-8984012;R-HSA-8983983;R-HSA-8984014;R-HSA-8984001;R-HSA-8983841;R-HSA-8983872;R-HSA-8983845;R-HSA-8950405;R-HSA-8983876;R-HSA-8983878;R-HSA-8983835;R-HSA-6809140;R-HSA-8983834;R-HSA-8983996;R-HSA-8983519;R-HSA-8983870;R-HSA-8983518;R-HSA-8984021;R-HSA-8950453;R-HSA-8984023"
R-HSA-9931521,"The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex",2,12,0.001007725898555593,0.021517242273872195,0.03645180021837302,3,4,2.673439379762064E-4,9606,Homo sapiens,"P49674;P48730","P49674;P48730","R-HSA-9922273;R-HSA-9923005;R-HSA-9922269"
R-HSA-442720,"CREB1 phosphorylation through the activation of Adenylate Cyclase",2,12,0.001007725898555593,0.021517242273872195,0.03645180021837302,4,6,4.010159069643096E-4,9606,Homo sapiens,"P17612;P22694","P17612;P22694","R-HSA-111925;R-HSA-111924;R-HSA-8951727;R-HSA-111919"
R-HSA-430116,"GP1b-IX-V activation signalling",2,12,0.001007725898555593,0.021517242273872195,0.03645180021837302,3,9,6.015238604464644E-4,9606,Homo sapiens,"P04049;P12931","P04049;P12931-1","R-HSA-443831;R-HSA-443439;R-HSA-443418"
R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",2,12,0.001007725898555593,0.021517242273872195,0.03645180021837302,1,4,2.673439379762064E-4,9606,Homo sapiens,"P17612;P22694","P17612;P22694","R-HSA-163773"
R-HSA-9683610,"Maturation of nucleoprotein",2,12,0.001007725898555593,0.021517242273872195,0.03645180021837302,2,9,6.015238604464644E-4,9606,Homo sapiens,"P49840;P49841","P49840;P49841","R-HSA-9683664;R-HSA-9687724"
R-HSA-9614399,"Regulation of localization of FOXO transcription factors",2,12,0.001007725898555593,0.021517242273872195,0.03645180021837302,1,5,3.34179922470258E-4,9606,Homo sapiens,"P31749;P31751","P31749;P31751","R-HSA-199299"
R-HSA-5628897,"TP53 Regulates Metabolic Genes",5,85,0.007138058448102116,0.02238090434872364,0.03645180021837302,4,34,0.0022724234727977545,9606,Homo sapiens,"P42345;P31749;P31751;P54646;Q13131","P42345;P31749;P31751;P54646;Q13131","R-HSA-5631941;R-HSA-198609;R-HSA-380979;R-HSA-380927"
